latitude,longitude,area_statistics-population_density_score,area_statistics-square_meters,area_statistics-population,area_statistics-housing_units,area_statistics-metro-id,area_statistics-metro-name,area_statistics-metro-type,area_statistics-commercial_residential-residential,area_statistics-commercial_residential-business,area_statistics-commercial_residential-unknown,income-median_income-amount,income-median_income-score-national,income-median_income-score-state,income-median_income-score-county,housing-median_rent-amount,housing-median_rent-score-national,housing-median_rent-score-state,housing-median_rent-score-county,housing-median_home_value-amount,housing-median_home_value-score-national,housing-median_home_value-score-state,housing-median_home_value-score-county,housing-household_type-married_couple_family,housing-household_type-male_householder,housing-household_type-female_householder,housing-household_type-householder_living_alone,housing-household_type-householder_not_living_alone,education-level_attained-male-less_than_high_school,education-level_attained-male-high_school_or_ged,education-level_attained-male-some_college,education-level_attained-male-associates_degree,education-level_attained-male-bachelors_degree,education-level_attained-male-masters_degree,education-level_attained-male-professional_degree,education-level_attained-male-doctorate_degree,education-level_attained-female-less_than_high_school,education-level_attained-female-high_school_or_ged,education-level_attained-female-some_college,education-level_attained-female-associates_degree,education-level_attained-female-bachelors_degree,education-level_attained-female-masters_degree,education-level_attained-female-professional_degree,education-level_attained-female-doctorate_degree,race_and_ethnicity-origin-hispanic_or_latino,race_and_ethnicity-race-white,race_and_ethnicity-race-black_or_african_american,race_and_ethnicity-race-american_indian_and_alaska_native,race_and_ethnicity-race-asian,race_and_ethnicity-race-native_hawaiian_and_other_pacific_islander,race_and_ethnicity-race-some_other_race,race_and_ethnicity-race-two_or_more_races,age_and_sex-male,age_and_sex-female,age_and_sex-median_age-male,age_and_sex-median_age-female,age_and_sex-age_ranges_by_sex-male-20,age_and_sex-age_ranges_by_sex-male-21,age_and_sex-age_ranges_by_sex-male-under_5,age_and_sex-age_ranges_by_sex-male-5_to_9,age_and_sex-age_ranges_by_sex-male-10_to_14,age_and_sex-age_ranges_by_sex-male-15_to_17,age_and_sex-age_ranges_by_sex-male-18_and_19,age_and_sex-age_ranges_by_sex-male-22_to_24,age_and_sex-age_ranges_by_sex-male-25_to_29,age_and_sex-age_ranges_by_sex-male-30_to_34,age_and_sex-age_ranges_by_sex-male-35_to_39,age_and_sex-age_ranges_by_sex-male-40_to_44,age_and_sex-age_ranges_by_sex-male-45_to_49,age_and_sex-age_ranges_by_sex-male-50_to_54,age_and_sex-age_ranges_by_sex-male-55_to_59,age_and_sex-age_ranges_by_sex-male-60_and_61,age_and_sex-age_ranges_by_sex-male-62_to_64,age_and_sex-age_ranges_by_sex-male-65_and_66,age_and_sex-age_ranges_by_sex-male-67_to_69,age_and_sex-age_ranges_by_sex-male-70_to_74,age_and_sex-age_ranges_by_sex-male-75_to_79,age_and_sex-age_ranges_by_sex-male-80_to_84,age_and_sex-age_ranges_by_sex-male-85_years_and_over,age_and_sex-age_ranges_by_sex-female-20,age_and_sex-age_ranges_by_sex-female-21,age_and_sex-age_ranges_by_sex-female-under_5,age_and_sex-age_ranges_by_sex-female-5_to_9,age_and_sex-age_ranges_by_sex-female-10_to_14,age_and_sex-age_ranges_by_sex-female-15_to_17,age_and_sex-age_ranges_by_sex-female-18_and_19,age_and_sex-age_ranges_by_sex-female-22_to_24,age_and_sex-age_ranges_by_sex-female-25_to_29,age_and_sex-age_ranges_by_sex-female-30_to_34,age_and_sex-age_ranges_by_sex-female-35_to_39,age_and_sex-age_ranges_by_sex-female-40_to_44,age_and_sex-age_ranges_by_sex-female-45_to_49,age_and_sex-age_ranges_by_sex-female-50_to_54,age_and_sex-age_ranges_by_sex-female-55_to_59,age_and_sex-age_ranges_by_sex-female-60_and_61,age_and_sex-age_ranges_by_sex-female-62_to_64,age_and_sex-age_ranges_by_sex-female-65_and_66,age_and_sex-age_ranges_by_sex-female-67_to_69,age_and_sex-age_ranges_by_sex-female-70_to_74,age_and_sex-age_ranges_by_sex-female-75_to_79,age_and_sex-age_ranges_by_sex-female-80_to_84,age_and_sex-age_ranges_by_sex-female-85_years_and_over
37.00000000000051,-96,2,220201517.2,377,57,17700,,,63.4,0.8,35.9,30375,17,14,1,883,49,71,5,23900,1,2,1,36.8,7,12.4,43.2,0.5,23.3,40.3,31,0,5.4,0,0,0,17.7,32.7,31.3,12.2,6.1,0,0,0,0,91.5,1.9,5,0,0,0,1.6,50.9,49.1,46.6,57.6,0,0,16.1,2.6,4.2,0,9.9,0,1.6,8.3,3.6,1,4.2,4.7,7.3,2.6,8.3,1,2.6,3.6,17.2,1,0,0,0,5.9,11.4,3.2,0,0,0,4.3,1.6,5.4,7,5.9,3.2,3.2,3.2,8.1,6.5,5.4,3.2,7.6,9.7,4.9
37.180000000000604,-96,1,942970290,456,38,49060,,,72.9,0.5,26.6,51500,52,58,6,91900,20,45,6,92,99,6,78.6,3.6,0,17.9,0,0,28.1,52.8,10.1,2.8,2.2,3.9,0,8.6,18.5,29.8,29.1,5.3,8.6,0,0,0,96.5,0,2.2,0,0,0,1.3,61.4,38.6,39.7,50.4,0,0,10.7,5,5.4,5.4,0,10,3.9,1.4,9.3,5.7,9.6,4.6,10.4,0,3.2,0.7,7.5,3.6,1.8,1.8,0,0,0,4,4.5,0,0,4,1.7,0,6.3,0,19.9,5.7,11.4,7.4,2.8,3.4,3.4,10.8,5.7,6.3,1.7,1.1
37.300000000000665,-96,3,218032783.3,665,83,17700,,,64.8,0,35.2,31313,18,15,3,656,24,43,5,44600,3,6,2,59.3,3.2,20.8,16.7,0,16.7,31,28,7.1,11.9,3,2.4,0,17,18.9,45.3,4.7,9.9,4.2,0,0,7.2,90.8,0,0,0.3,0,0,8.9,51.1,48.9,22.5,38.1,0,0,12.9,13.5,10,7.4,5.6,1.2,2.4,4.7,7.6,6.8,5.6,2.4,3.5,0.6,2.1,1.5,1.8,5.6,0.6,2.1,2.4,0,0,3.4,9.2,11.7,8.3,0.6,1.5,4.6,6.8,9.5,8.3,4.9,4.9,2.8,1.2,3.7,1.8,4,7.4,3.1,0.9,1.2
37.44500000000074,-96,1,687630633.1,475,54,79.9,0,20.1,40417,33,34,4,389,4,5,2,110200,28,54,5,69.3,1.6,2.4,24.7,2,3.4,50,23.8,2.9,11.7,8.3,0,0,3.4,41.8,16.8,13.9,14.4,9.6,0,0,2.3,98.7,0,0.2,0,0,0,1.1,47.6,52.4,59.3,52.8,0,0,0,0,0.4,8.4,0,0,10.2,0,0,8,2.7,10.2,13.3,11.5,4.4,12.4,9.3,9.3,0,0,0,0,0,11.6,0.8,0,0,0,4,8.4,0,0,0,7.2,20.9,19.3,3.2,3.2,0,14.9,1.2,2.4,0,2.8
37.60500000000082,-96,2,538199385.8,669,88,74.2,0,25.8,50882,51,57,9,387,3,5,4,47800,3,9,5,71.9,0.3,2.1,25.7,0,17.5,58.6,16,0,4.5,3.4,0,0,13.7,55.5,14.5,3.5,12.1,0.8,0,0,0,96.1,0.1,0,0,0,0,3.7,46.8,53.2,51.6,49.5,4.8,0,2.6,0,3.5,0,1,2.6,1,11.8,1.6,1.6,16.9,12.1,11.5,11.2,0,1,2.2,9.6,3.2,1.6,0.3,0,0,6.7,14.9,0,5.3,1.1,0,4.8,6.2,1.7,3.1,8.4,7,11.5,5.3,0.8,1.4,4.2,11.2,3.4,2,0.8
37.84000000000094,-96,2,462735411.7,551,114,33.3,0,66.7,34167,23,20,5,498,9,16,6,32200,1,3,1,41.7,12.6,10.6,31.5,3.5,10.3,53.2,18.2,3.4,10.3,3.4,1,0,12.6,43.4,17,7.1,16.5,3.3,0,0,1.5,96.6,0.5,0.7,0,0,0,2.2,57.2,42.8,42.8,51.1,0.3,0,5.4,8.3,7.9,8.9,2.9,1.9,3.2,1.3,2.2,9.5,7.6,5.1,5.4,2.5,4.1,4.1,3.2,4.8,7.3,1,3.2,1.3,0,3.8,10.2,0,2.5,3,2.1,3.8,1.3,5.5,10.2,5.9,7.2,5.5,5.1,4.2,0.8,3.4,8.1,2.5,5.5,8.1
38.005000000001026,-96,1,1272103756.4,635,74,21380,,,83.7,1.4,14.9,48750,48,52,8,516,10,19,7,105800,26,52,9,55.5,1.6,1.6,39.4,1.9,1.6,50,15.9,4.3,18.6,8.5,1.2,0,0.9,34.5,36.8,6.4,20,1.4,0,0,0,97.5,0,0,0,0,0,2.5,53.7,46.3,51.5,54.3,1.2,0,2.1,1.2,8.2,6.5,0,5.3,1.2,0.3,6.2,10.6,6.2,6.7,8.5,3.8,4.1,5.9,5.9,7.9,2.9,1.5,4.1,0,4.1,0,7.1,1,8.2,1.4,3.4,1.7,1,8.5,3.4,4.8,6.1,9.9,1.4,6.8,0.7,7.1,5.4,11.9,2.7,3.4
38.17500000000111,-96,3,254013826.6,791,73,21380,,,68.8,1.1,30.2,42614,37,39,19,613,19,36,19,92300,20,45,16,51.1,5,10.6,28.3,5,13,38.6,40.2,1.6,5.5,1.2,0,0,1,30.2,19,21.4,23.1,2,3.4,0,0.8,99.5,0,0.1,0.4,0,0,0,46.5,53.5,45.3,41.1,0,0,13.3,5.2,0.8,4.6,0.3,6.8,0.8,6.3,1.6,6.5,17.4,13.6,4.6,3.3,3.8,0,1.4,2.7,0.3,1.4,5.4,0.5,4.5,8.5,6.6,7.1,0.9,0,2.1,5.2,8,4.5,9.9,11.3,5.4,7.6,1.2,2.1,1.4,4.5,4.3,0,4,0.2
38.32000000000119,-96,4,301517592.4,1453,103,45820,,,87.9,1.1,11.1,53094,55,61,28,625,21,38,20,120700,32,59,26,71.8,4.1,3.8,15.2,5.2,5.8,42.6,29,6.5,11,4.6,0,0.5,14.3,35.2,20.3,2.9,16.5,9.4,0,1.3,2.3,98.3,0,0,0,0,1.4,0.3,51.2,48.8,47.3,50.1,0.7,0,5.8,2.6,9.5,1.1,1.6,2.7,7.8,3.4,4.6,3.6,12.4,9.8,7.8,3.2,4.2,1.9,8.5,2.7,3.1,1.9,1.3,2.3,0.4,4.1,8.6,0,2.3,1.6,3.1,2.3,4.4,5.9,4.5,10.4,10,8.5,2.7,4.2,5.9,7.1,3.4,4.7,0.1,3.7
38.48000000000127,-96,3,398244479.5,1318,85,45820,,,83.6,3.7,12.7,71429,76,83,30,825,43,66,28,116100,30,57,25,59.6,3.4,5.2,30.9,0.9,13.4,27.6,23.5,6.6,19.3,6.2,3.3,0,7,27.3,35.3,5.3,18.8,6.5,0,0,2.9,97.2,0,0,0,0,0.7,2.1,59,41,44.1,47.9,0.5,0,6.6,6,9.7,5.3,0.9,4.9,3,4.4,1.7,12.2,10.9,4.8,7.5,3.9,3.6,6.2,1.7,2.1,0.1,1,3.2,1.3,0.7,7.6,2.6,10.5,0.9,1.5,0.9,5.4,4.4,2.2,3.7,19,10.2,5.4,5.7,4.8,0,3.7,2.2,0.9,4.1,2.2
38.610000000001335,-96,2,502729154.8,986,85,45820,,,75.8,2.2,22,47143,45,49,24,498,9,16,8,67200,9,23,11,51.7,1.2,15.3,31.1,0.7,5.8,33.7,17.7,2,26.9,13.9,0,0,9.1,15.6,31,2.6,37.2,4.5,0,0,2.3,95.7,1.9,0,0,0,0.4,1.9,50.5,49.5,35.8,41.1,2.6,4.8,6.8,6.4,8.2,10.2,1.8,0,1.6,4.8,4.6,8.2,4,12.4,8.6,0,5,2,3.8,1,1.6,0.6,0.6,0,0.4,2.3,8.8,14.3,1,1,0,4.5,7.4,6.1,16.2,5.5,6.6,8,0,2.5,4.3,1.6,1.8,1.6,5.5,0.4
38.7400000000014,-96,2,630319515.1,1189,79,45820,,,66.7,0.9,32.4,48750,48,52,3,617,20,36,3,79100,14,34,2,62.3,0,4,32.5,1.2,2.9,51.8,14.5,3.1,19.9,5.8,1.9,0,2.2,46,26.2,8.4,9.9,7.2,0,0,0.4,97.9,0,0,1.1,0,0.4,0.6,54.8,45.2,43.8,50.7,0.3,2.8,9.5,3.5,7.8,8.4,0,4.1,3.2,3.8,2.8,4,7.5,16.4,7.4,3.7,2.9,1.5,2.9,6.1,1.1,0,0,1.3,0.9,2,7.2,11.7,0.4,1.1,0.2,4.1,2.2,5.4,4.1,8.2,18.8,9.5,1.1,1.1,0,10.6,5.2,2.2,0,2.6
38.885000000001476,-96,2,397202686.7,567,24,45820,,,83.8,0.9,15.3,56250,59,66,5,123500,33,61,6,90,94,8,59.5,10.9,2.7,26.9,0,14.7,42.2,25.6,0,17.4,0,0,0,4.3,57.5,11.2,0,23.6,3.4,0,0,0,96.6,3.4,0,0,0,0,0,53.1,46.9,54.3,55.9,0,5,0,4.3,0,5,0,0,0,5.6,0,4,24.6,5.3,17.3,6.3,3,0,0,5,7.6,0,7,0,7.1,0,5.3,0,0,0,0,6.8,0,4.5,0,12.4,10.5,23.3,6.8,0,0,0,6.8,8.3,4.5,3.8
39.060000000001565,-96,4,173665646.3,994,81,45820,,,59.1,0,40.9,58929,63,70,6,589,17,32,2,156700,45,74,8,69.7,2.4,5.5,22.4,0,3.9,56.5,24,3.5,8.1,1.1,2.1,0.7,1.6,27.1,36.6,2.9,28.8,2.3,0.7,0,1.2,97.3,0.2,0,0.2,0,0,2.3,47,53,30.7,30.3,0.9,0,4.7,10.7,16.9,3.9,0.9,1.5,9.9,4.7,11.8,3.9,1.9,7.7,4.7,3.2,2.8,3.2,1.3,0.6,2.8,1.7,0.4,0,0,15,9.7,3.4,10.4,0,3.4,5.5,11.6,8.2,8.2,4.4,2.3,4,1.1,1.5,1.1,0.6,4.2,3.8,1.3,0.4
39.115000000001594,-96,7,80063638.6,843,58,45820,,,55.6,0.7,43.7,61250,66,73,62,738,34,57,34,106700,26,53,48,58.8,9.2,3.2,21.5,7.4,4.8,52,28.4,2.6,12.2,0,0,0,0,34.8,23.7,7.4,24.4,9.6,0,0,8.9,81.1,0,4.6,2.7,0,0,11.5,47.9,52.1,36.8,36.7,1.2,2.2,8.2,6.9,15.6,4,4,1.2,3.7,0.5,4.7,16.8,13.4,4.2,2.7,0,2,0.7,3.5,3,0,0.5,1,0,0,10.7,5.9,12.1,8.7,0,1.1,1.6,5.5,10.9,6.4,10.5,5.9,6.8,0,1.1,3,1.1,3.6,2.5,0.5,2.1
39.1250000000016,-96,4,173665646.3,994,81,45820,,,59.1,0,40.9,58929,63,70,6,589,17,32,2,156700,45,74,8,69.7,2.4,5.5,22.4,0,3.9,56.5,24,3.5,8.1,1.1,2.1,0.7,1.6,27.1,36.6,2.9,28.8,2.3,0.7,0,1.2,97.3,0.2,0,0.2,0,0,2.3,47,53,30.7,30.3,0.9,0,4.7,10.7,16.9,3.9,0.9,1.5,9.9,4.7,11.8,3.9,1.9,7.7,4.7,3.2,2.8,3.2,1.3,0.6,2.8,1.7,0.4,0,0,15,9.7,3.4,10.4,0,3.4,5.5,11.6,8.2,8.2,4.4,2.3,4,1.1,1.5,1.1,0.6,4.2,3.8,1.3,0.4
39.135000000001604,-96,7,80063638.6,843,58,45820,,,55.6,0.7,43.7,61250,66,73,62,738,34,57,34,106700,26,53,48,58.8,9.2,3.2,21.5,7.4,4.8,52,28.4,2.6,12.2,0,0,0,0,34.8,23.7,7.4,24.4,9.6,0,0,8.9,81.1,0,4.6,2.7,0,0,11.5,47.9,52.1,36.8,36.7,1.2,2.2,8.2,6.9,15.6,4,4,1.2,3.7,0.5,4.7,16.8,13.4,4.2,2.7,0,2,0.7,3.5,3,0,0.5,1,0,0,10.7,5.9,12.1,8.7,0,1.1,1.6,5.5,10.9,6.4,10.5,5.9,6.8,0,1.1,3,1.1,3.6,2.5,0.5,2.1
39.22000000000165,-96,3,574701303.7,2416,194,45820,,,86,0.6,13.5,49438,49,54,4,536,12,22,3,113600,29,55,4,55.4,1.7,16.8,21.2,4.9,6.5,53.5,24.2,8.4,4.9,2.2,0,0.3,8.5,38.5,23.9,10.1,14.9,4.2,0,0,6.7,62,1.1,31.7,0,0,0,5.3,48.1,51.9,35,37.6,0.8,0.3,9.6,15.3,4.6,8.1,1.1,1.8,4.4,3.9,1.9,8.4,5.7,10,4.6,3.9,3.4,1.9,2.8,4,2,0.3,1.4,0.1,0.8,6.8,8.1,8.2,4.1,2.4,6.4,5.1,4.4,6.2,6.9,6.3,7.8,6.4,2.7,2.7,2.3,1.8,1.4,1.4,1.7,6
39.42000000000175,-96,4,375556412.2,1746,157,45820,,,78.6,0.5,20.8,61375,66,73,8,738,34,57,7,137300,38,67,10,71.8,7.6,4.3,15.7,0.6,3.1,48.5,20.6,4.9,15.9,4.5,2.4,0,6.7,28.7,25.4,7.5,24.6,5.8,1.3,0,1,94.6,0.1,1.7,0.7,0,0,2.9,54.5,45.5,38.5,39.9,0,0,4,6,16.8,5.8,4.9,1.8,5.4,2.7,2.7,8.1,10.3,4.4,10.8,1.7,4.6,1.8,0.9,2.9,1.6,1.9,0.7,0.5,0,6.7,4.8,11.3,5.4,2.3,3.6,3.9,3,8.8,6,12.2,6.3,10.6,2.1,2.4,1.8,2.3,2.4,2,1.1,0.5
39.570000000001826,-96,2,414831406.5,697,42,45820,,,90.6,0.6,8.8,66563,71,78,9,100400,24,50,8,89,94,9,72.7,3.6,0.8,18.6,4.3,9.9,50.8,18.2,0,19.8,1.2,0,0,10.6,31.9,21.7,13.5,19.3,2.9,0,0,0,96.6,0,1.9,0,0,0,1.6,59,41,32.5,47.4,0.7,0,5.4,13.6,8.3,12.2,1,0,3.9,8.3,0,4.6,7.3,6.1,12.4,5.1,0,3.2,1.9,1.9,0.7,0,3.4,0,0,5.9,3.1,4.2,8.4,0,5.9,6.3,0,5.2,8.4,13.6,8,18.2,0.7,2.8,2.1,0,1.4,3.8,0,1.7
39.785000000001936,-96,3,330588209.8,1144,91,84,0.9,15.1,49125,48,53,6,465,7,12,5,78000,13,33,4,73.2,1.2,0,23.8,1.8,12.4,64.7,7.9,6.8,6.8,0.5,0.8,0,6.3,60.7,12,6.6,11.4,3,0,0,0.8,100,0,0,0,0,0,0,50.3,49.7,42.8,40,3.1,0,2.4,2.6,7.8,8,0.9,9.2,3.3,2.4,6.6,8.2,9.5,9.7,6.1,0,0.5,0.9,1.9,1.2,2.8,8,4.9,0,0,12.9,0.9,13.4,5.1,4.2,4.9,4.8,2.3,1.6,8.3,8.5,6,1.1,1.6,0,1.6,2.6,10.4,2.6,3.9,3.5
39.900000000001995,-96,3,339077421.9,921,106,79.3,0.9,19.8,51625,52,58,7,613,19,36,7,86600,17,40,5,71.3,5.2,4.3,17.7,1.4,8.8,65.4,11.5,2.7,10.8,0.7,0,0,5,57.9,13.3,0,18.8,5,0,0,1.7,94.8,3.1,0,0,0,1.3,0.8,51.5,48.5,40.5,32.3,0,1.5,5.7,3,9.5,4.6,8,5.5,3.6,1.3,4.4,12,11,5.1,3.8,3,3,0.8,5.5,4,3.6,1.3,0,0,1.6,7.8,10.5,7.4,6.9,0.9,11.2,2.5,3.6,9.4,4.7,7.4,4.9,3.8,1.6,1.1,0.9,1.1,2.7,5.8,2,2.2
40.00500000000205,-96,2,424281740.6,721,85,72.1,0,27.9,44583,41,41,7,481,8,14,3,40700,2,2,2,54.7,4.2,1.3,34,5.8,9.5,51.1,18.7,5.3,7.4,5.6,0,2.5,2,44.5,35.8,5.5,8.7,1.6,0,2,0.1,97.4,0,0,0,0,0,2.6,51.2,48.8,50,46,0,0,1.9,1.6,5.1,10.8,3.5,0,4.1,0.3,1.9,6.8,14.1,3.3,17.6,3.5,7.6,0.5,1.9,9.8,1.4,2.2,2.2,0,2,1.7,0.6,0,11.6,0.3,11.6,5.4,5.4,1.7,8.5,14.5,8.5,8.8,0.6,4.3,1.7,0.3,1.1,4.5,2.3,4.5
40.12000000000211,-96,4,210893288.1,1257,153,66.8,2.2,31,37083,27,23,3,443,6,10,2,50800,4,4,3,49.7,6.8,7.5,33.1,2.9,12.6,57.2,12.8,9.4,3,3.2,1.7,0,10.3,40.6,26.9,4.9,10.5,3.8,3,0,2.9,97.9,0.9,0.1,0.4,0,0.7,0,50,50,50.1,50.3,1.4,1.1,4.6,4.9,4.9,5.4,2.5,0.6,5.1,1.1,4,7.5,6.5,7.3,6.5,3,5.1,1,4.1,12.1,3.5,4.9,2.5,0,1.1,4.8,5.2,6.2,3.5,3,1.7,2.7,4,3.3,5.7,7.6,8.3,3.7,4,2.1,4.9,3.3,7.8,6.2,3.8,7
40.26500000000218,-96,2,306204311.2,577,61,82.4,0.5,17.1,50833,51,56,7,410,4,7,2,144900,41,73,8,75.6,0,8,12.2,4.2,7.4,42.1,13.4,5,24.3,6.9,1,0,11.8,25,12.7,9.4,25,16,0,0,0,99.3,0,0,0.2,0,0,0.5,52.2,47.8,43.5,46.2,0,0.3,5,8.6,3.7,7,2.3,6,3.7,9.3,1.7,4.7,8.3,15.6,5.3,6,6.6,0,0,1,5,0,0,0,0.7,1.8,11.2,1.8,2.5,3.3,1.8,4.7,6.9,2.9,9.8,8,9.8,20.3,2.9,2.5,0,1.4,3.6,0.7,2.2,1.1
40.39500000000225,-96,3,339053677.8,1267,167,59.6,0.2,40.3,39688,32,29,3,487,8,15,6,70700,10,14,3,63.8,3.1,6.6,25.1,1.4,9.9,33.2,28.6,8,17.7,1.5,0.5,0.7,7.6,36.2,21.8,8.1,18.2,8.1,0,0,3.2,96.5,0,0,0.2,0,3.2,0.1,48.6,51.4,35.2,40.9,0.2,0.3,11.7,7.8,7.5,4.1,1,0.5,6,10.7,5.2,3.7,2.8,8.1,7,2.4,4.2,2.1,3.9,1.8,3.9,1.9,3.2,0.2,0.3,13.7,5.8,4,4.5,0.3,2.9,8.4,5.8,3.4,5.1,6,7.4,5.5,2.5,1.5,2,1.7,2,6.8,5.4,4.9
40.525000000002315,-96,3,294103142.1,961,87,84,1.5,14.5,52500,54,59,8,646,23,44,8,96500,22,36,5,75.4,9.2,3.6,9.8,2,12.2,23.3,15.8,12.5,25,10.6,0.6,0,7,44,15.2,4.1,12.7,7,7.3,2.8,0.9,97.2,0.2,0.8,0,0,0,1.8,55.2,44.8,46.7,47.4,1.9,1.7,14.3,2.1,5.5,4.7,0.2,1.7,0.8,3.4,11.1,1.9,3.6,9.6,7.7,7.9,1.1,5.1,5.8,1.7,3,2.3,2.8,0,1.9,0.7,3.5,13,5.6,0.9,1.2,2.1,4.6,8.6,4.9,7.7,7.9,4.6,10.9,0.9,2.8,4.4,2.1,7,1.2,3.7
40.61500000000236,-96,3,330972643.1,1184,79,36540,,,77.8,2.1,20,61442,66,73,10,910,51,75,12,154000,44,76,11,66.6,1.8,4,23.1,4.6,7.3,33.9,23.5,17.2,9.7,8.5,0,0,1.1,40.2,29.7,6.5,14.7,4,0,3.7,0.3,99.9,0,0,0,0,0.1,0,54.2,45.8,41.2,42.3,0,3,2.5,0.3,15.7,1.6,9,3.6,4.2,3.3,4,12.9,10.9,9.2,5.6,3,0.2,1.2,0,1.9,2.6,2.3,3,0,1.5,12,6.6,1.8,9.2,0,3.7,2.8,0.7,7.4,16.6,6.6,13.5,2.2,3.7,1.7,1.1,0.6,0.6,5.2,2.6,0
40.78500000000245,-96,5,165643072,1122,102,36540,,,54.2,0.4,45.3,65147,70,77,14,591,17,34,6,134500,37,65,12,62.7,3.1,6.9,19.6,7.7,3.2,43.9,29.2,9.2,7.1,2.6,2.1,2.6,13.5,27,23.5,6.2,24.3,0.5,1.1,3.8,2.7,97.6,0.3,0,0.3,0,1.1,0.8,50.4,49.6,44.7,39,0,0,4.6,6.2,14.7,3,4.1,0.4,8.7,4.4,1.4,3,12.5,6.9,13.8,2.8,0.5,0.9,2.8,6.4,2.5,0,0.5,0.7,0.5,4.1,4.7,14,4.3,2.9,2.2,10.1,4.9,8.3,3.4,7.9,5.8,7.4,4.1,2.5,0.2,2.9,7.2,1.6,0,0.4
40.875000000002494,-96,8,59043188,814,77,36540,,,70.7,0.4,28.9,64417,69,76,13,825,43,69,16,134400,37,65,11,64.5,3.7,5,25.1,1.7,0,38.2,22,17.3,15,6.7,0.8,0,3.6,32.5,22.9,7.2,25.3,8.4,0,0,0.7,98.8,0,0,0,0,0,1.2,51.4,48.6,38.1,38.3,2.9,2.4,7.7,7.2,13.2,3.1,1.2,1.7,5.7,4.5,3.8,9.8,9.3,10,1.7,5.5,5.7,1.2,1,0.7,1.2,0.5,0,0,0,3,1.8,5.3,17.9,5.3,3.8,1.5,5.8,6.1,9.3,4,8.6,2.3,5.1,1.8,6.8,0.8,2.5,5.6,1.8,1
40.915000000002514,-96,4,192746175.8,1077,79,36540,,,93.2,0.5,6.3,99487,91,95,20,604,18,36,7,278800,71,96,20,81.3,2.2,7.4,7.4,1.7,15.7,25.9,18.7,14.7,14.5,10.2,0.2,0,7.9,31.7,23,6.3,24.5,4.7,1.8,0,0.2,99.6,0,0,0,0,0,0.4,51.3,48.7,50.2,46.8,1.8,0.4,1.6,7.6,7.1,6,0.5,2.4,3.8,2.9,2,8,5.3,17.9,11.4,5.3,2.2,0.5,0,2.4,5.6,0,5.4,0,0,6.5,6.3,11,3.6,0.4,0,1.5,5,4.8,5.5,9.3,18.7,7.8,3.4,1.9,1.5,2.3,2.3,4,4.2,0
41.00500000000256,-96,11,93976642.1,1801,165,36540,,,91.3,1,7.6,75536,79,85,19,1063,62,81,20,210800,60,90,19,72.6,1.8,1.1,21.2,3.3,0.8,26.7,34.6,8.4,17.4,9.3,2.7,0,4.5,27.1,30.9,8.2,20.2,7.2,1,0.9,1.6,98.4,0,0,0,0,1.6,0,48.5,51.5,46,46.1,0.3,0.7,5.4,7.4,10.8,0.6,1.4,2.3,4.2,2.5,3.1,8.7,13.3,8.2,4.8,5.5,5.3,3,6.5,3.1,2.6,0.2,0,0.2,1,5.7,8.4,4,4,4.6,0,3.8,1.7,7.1,7.7,12.4,6.4,9.4,2.9,6.4,4.1,1.8,3.3,2,1.6,1.5
41.06000000000259,-96,13,24551864.9,679,33,36540,,,86,1.2,12.8,73173,77,83,44,727,32,57,16,222200,62,92,73,52.3,11.2,3.9,28.4,4.2,0,30.7,36.6,15.2,9,4.1,0,4.5,0,36.4,16.9,0,31.4,15.3,0,0,0,100,0,0,0,0,0,0,51.7,48.3,51.7,44.2,0,2.8,4,4.6,3.1,0,2.8,0,4,13.1,7.1,6,0,19.7,5.7,3.7,6.6,0,3.4,10,3.4,0,0,0,0,4,18.9,0,3.4,0,0,8.5,2.4,8.8,6.4,0,7,4,4.3,11.6,6.7,0,10.1,0,4,0
41.09500000000261,-96,28,9669139,1890,61,36540,,,91.1,0.3,8.6,89375,87,92,76,1485,78,87,67,191000,56,87,58,69.5,9.7,8.7,9.4,2.6,1.6,6.9,23,14.9,33.7,18.2,0,1.6,2.7,25.7,25.2,9.9,25.7,9.2,1.5,0,2.1,83.5,5.4,1.3,2.1,0,0.9,6.8,49.7,50.3,34.5,34.3,0,0,10.8,10.2,11.7,2.8,3.9,2.1,3.9,6,6.1,10.5,13.3,3.5,5.6,3.2,3.2,1.5,0.6,1,0,0,0,1.1,1.3,7.9,4.8,11,6.4,2.2,3.9,7.8,7.3,9.5,8.1,4.6,7,8.4,1.1,2.6,2.9,0,2.1,0,0,0
41.12000000000262,-96,38,4805171,2370,75,36540,,,97.1,0.2,2.7,100500,91,95,88,1048,61,81,47,265400,69,95,83,83.6,0,3,12.3,1,0,10.5,19.7,7.2,27.9,26.7,6.6,1.4,1.5,17.7,23.2,3,42.9,8.7,2.9,0,8.6,90.8,1.7,0.2,2.1,0,4.1,1.1,47,53,41,35.4,0.6,0.9,11.6,4.8,4.5,5.9,1.3,0.9,2,4.3,11.5,12.6,12.7,7.5,5.6,3.9,3.3,1.6,0,3.5,1,0,0,0,2.2,6.8,10.4,12,6.3,0.8,4,0.9,4.9,9.6,10,10,6.9,5.2,3.5,1.4,0,0.6,2,1.1,0.6,1
